670	11676
3702	12216,12167,10641,10840,12104,12305,138950,220340,37128
3847	12317,12321,12139
4081	370833,116056,12321,12216,12145,10840,49267,11613
4113	12321,370833,12216,37128,10840,12167,12183,12045
4538	10821
4555	28355
4558	28355,279896
4577	12040,12138,137556,59749,279896,10821,11103
4909	9606
4932	10376,11103,10298,138950,11320,10335,10407,12302,12327,37296,10310,10359,11060,11676,11723,12216,12475,1511862,1511908,337041,39720
5664	9606,10090
5671	9606,10090,9940,9685,9913,286419,9615
5722	9606,10090,9541,9544,9823
5759	9606,10090,10116,9597,61622,30611,230844,9555,9601,60711,9598,1026970,9541,9593,79684,61853,9483,9544,39432,10141,10036,10029
5762	9606,10090
5786	9606
5823	10090,10116,7176,7159,7165,43151
5851	9606,10090,9601,9541,9597,61622,9555,9598,60711,9593,61853,9544,39432,9483,7176,7165,7159,43151
5865	9913
5874	9913,10090,72004
5875	9913,10090,72004
6183	9606,10090,9597,9598,9555,60711
6211	9606,10090,10116,230844,9685,79684,286419,1026970,34839,9615,10036,43179,29073,10141,10160,885580,51337,9986,10181,9823,10029,9978
6239	294750,237561,214684
6334	9606,10090,10116,9913,9940,310752,9669,9685,10141,286419,29073,9615,9823
7029	655819,1245745,332952,983644
7070	655819,1245745,332952,983644,655827
7091	655819,1245745,332952,983644,655827,214684
7159	9606,10090,10116,9601,60711,61622,9541,9597,9555,9646,30611,9598,9913,9940,9785,9708,118797,9593,230844,79684,9544,72004,127582,310752,1026970,61853,9483,9669,9685,34839,286419,39432,43179,132908,9361,59463,9615,10141,10036,29073,9986,885580,51337,10181,10160,74533,9402,13616,9305,9823,9315,10029,9739,246437,9258,9978,9713,9371,9365,42254,36329,126793,5851,5823,11053,11070,37124,655819,1245745,9031,11089,332952,59894,8932,128390,983644,11082
7165	9606,10116,10090,9601,60711,61622,9646,9597,9913,9555,9598,9940,9541,9785,118797,9593,30611,230844,9708,79684,310752,1026970,72004,127582,9544,61853,9685,9669,9361,132908,9483,34839,39432,59463,10141,43179,9615,286419,10036,9986,29073,10160,885580,51337,74533,10181,9402,9305,13616,9823,9315,10029,246437,9739,9258,9978,9713,9371,9365,42254,36329,126793,5851,5823,9031,8932,59894,128390,655819,1245745,332952,983644
7176	9606,10116,10090,9601,61622,9541,9555,30611,9597,9646,60711,9785,9598,9544,9593,9913,118797,230844,9708,9940,72004,79684,127582,1026970,61853,9483,59463,34839,43179,9669,286419,9685,310752,39432,9361,10036,132908,10141,9615,10181,885580,51337,10160,9986,29073,9402,74533,13616,9305,9823,9739,10029,9315,9258,246437,9713,9978,9371,9365,42254,36329,5851,126793,5823,9031,59894,8932,28377,128390,655819,1245745,332952,983644,655827
7209	9606,10090,9555,9593
7217	332952,655819,1245745,983644
7222	655819,1245745,332952,983644
7227	1245745,237561,655819,332952,983644,214684,10376,10298,11103,10760,37296,11676,337041,10335,10359,10710,11320,11709,1511908,194440,39720,10245,10310,10381,10407,10497,10855,12045,12104,1511891,186538,337042,37128,694014
7234	655819,1245745,332952,983644
7244	332952,655819,1245745,983644,10298,694014
7260	655819,1245745,332952,983644
7370	655819,1245745,332952,7425,983644
7425	655819,1245745,7460,332952,7370,983644
7460	655819,1245745,330879,332952,7425,380704,983644,92444
7918	857967
7955	857967,237561,214684,10376,10255,11709,37296,39720
7994	857967
8010	857967
8081	857967
8083	857967
8090	857967
8128	857967
8153	857967
8364	403673,10298,10376,684364,39720,694014,10245,11103,35304,694009
8932	380704,332952,330879,227321,7176,7165,43151,432359,7159
9031	380704,10390,332952,227321,330879,7176,11176,237561,7165,70796,43151,432359,694014,7159,1511865,184922,658858,10376,11320,11886,10245,10255,10298,10497,10995,11103,12618,1511908,37296,694005
9258	353153,185431,7159,7165,7176,43151,432359,184922,658858,13249
9305	353153,185431,7159,7165,7176,43151,432359,184922,658858,13249
9315	353153,185431,7159,7165,7176,43151,432359,184922,658858,13249
9361	353153,185431,7159,7165,7176,43151,432359,184922,658858,13249,10255,11709
9365	353153,185431,7159,7165,7176,43151,432359,184922,658858,13249
9371	353153,185431,7159,7165,7176,43151,432359,184922,658858,13249
9402	353153,185431,7159,7165,7176,43151,432359,184922,658858,13249
9483	353153,185431,7159,7165,7176,43151,36329,126793,5851,432359,5759,184922,658858,13249,10298,337041,37296,10245,10376,11103,11234,11250,11676,11709,10633,694009,694014,10273,10310,10335,10407,10497,11047,11320,11520,12104,38804,63330,694005
9541	353153,185431,7159,7165,7176,43151,36329,126793,5851,432359,5759,184922,658858,13249,5722
9544	353153,185431,7159,7165,7176,43151,36329,126793,5851,432359,5759,184922,658858,13249,5722,37296,11676,10245,10298,10376,11234,11250,11320,337041,694014,10633,11103,10255,10335,10407,10497,10760,11047,11520,11599,11631,11709,12104,186538,38804,63330,694005,694009
9555	353153,185431,7159,7165,7176,43151,36329,126793,5851,432359,6183,5759,184922,658858,13249,7209
9593	353153,185431,7159,7165,7176,43151,36329,126793,5851,432359,5759,184922,658858,13249,7209
9597	353153,185431,7159,7165,7176,43151,36329,126793,5851,432359,6183,5759,184922,658858,13249
9598	353153,185431,7159,7165,7176,43151,36329,126793,5851,432359,6183,5759,184922,658858,13249,12092,1330524,37124,11642,11103,10359,10245,11320,11709,10376,10407,11676
9601	353153,185431,7159,7165,7176,43151,36329,126793,5851,432359,5759,184922,658858,13249
9606	5759,184922,353153,185431,7159,237561,7165,294747,7176,578454,43151,36329,126793,5851,432359,6183,5671,5664,330879,344612,6211,332952,341663,334819,426428,327505,658858,1229664,660025,240176,660122,1229665,6334,5762,10298,13249,214684,858893,294750,10310,502780,502779,339724,284593,447093,544711,544712,1220926,10335,7209,747725,5722,284592,10376,10359,4909,396776,246410,404692,454286,443226,37296,32603,32604,441375,11709,559297,11676,11234,11103,121224,63330,246409,11161,194440,194441,194443,441960,11250,162145,86049,10255,337041,11320,694009,559305,663331,11137,99182,138950,334203,38804,12104,12092,147711,379508,1391915,186538,11269,1330524,195054,10407,10258,11623,11082,10279,284591,11520,1511900,264951,5786,11070,554155,655819,337042,11620,1245745,11552,11053,11060,11069,11072,337051,333926,334205,11089,11034,11033,37124,10245,11983,1239565,95342,1209962,1408657,10760,578458,10633,11292,535722,694014,12305,12461,12618,12475,28875,10497,1220162,10623,10678,10710,11047,11099,1511908,10273,11041,11191,11176,11599,12110,12216,12455,294746,39720,10390,1076872,10855,11588,11723,11786,1511891,220340,36427,40051,10276,10366,10506,10561,10567,10658,10677,10754,10840,10991,11613,11631,11886,11976,12657,129951,1305764,348604,36772,37128,47740,694005,74501
9615	6211,353153,185431,7159,7165,7176,43151,432359,5671,330879,332952,341663,380704,184922,658858,6334,13249,502780,441375,559297,35258,1391915,12538,294746,11176,11676,12216,687385
9646	353153,185431,7159,7165,7176,43151,432359,184922,658858,13249
9669	353153,185431,7159,7165,7176,43151,432359,184922,658858,6334,13249,11520,694014
9685	184922,432359,353153,185431,7159,7165,7176,43151,5671,330879,6211,332952,658858,6334,13249,441375,11978,12538,12455,687384,10245,10376,11103,11676,12216
9708	353153,185431,7159,7165,7176,43151,432359,184922,658858,13249
9713	353153,185431,7159,7165,7176,43151,432359,184922,658858,13249
9739	353153,185431,7159,7165,294747,7176,43151,432359,184922,658858,13249
9785	353153,185431,7159,7165,7176,43151,432359,184922,658858,13249,12110
9823	6334,353153,185431,7159,7165,237561,7176,43151,432359,6211,380704,184922,658858,13249,5722,246410,396776,404692,454286,441375,10276,118140,12104,12110,11072,12288,11320,559305,11552,35612,11277,10497,10298,10376,10407,11047,11099,11103,10245,10335,11234,11250,11676,1218488,1511908,28875,337041,37296,687386,694009
9913	184922,353153,185431,7159,7165,7176,43151,432359,5671,330879,380704,658858,6334,13249,5875,5874,869250,1537102,441375,10245,12110,11072,40537,74501,10561,696856,10376,11103,11277,10298,11303,37296,10407,337041,12455,10359,11676,11250,5865,694014,10310,10335,11234,11320,12305,12475,1511908,194441,694009,10255,10497,10760,11047,11099,11176,12104,186538,39720,10623,10633,10677,11082,11520,11588,11599,11723,11983,12216,12461,12618,138950,194440,28875,337042,337051,38804,63330
9940	353153,185431,7159,7165,7176,43151,432359,5671,330879,380704,184922,658858,6334,13249,869250,1537102
9978	353153,185431,7159,7165,7176,43151,432359,6211,184922,658858,13249
9986	353153,185431,7159,7165,237561,7176,43151,432359,6211,184922,658858,13249,214684,10376,11976,37296,11103,10298,12455,10271,10273,10359,10245,337041,10407,11234,11676,10255,11320,12475,694009,10335,10497,10633,11099,11709,12104,162145,186538,194441,337042,10390,10760,11047,11250,11520,11599,12216,12305,12461,129951,138950,1511908,28875,38804,39720,63330,694014
10029	353153,185431,7159,7165,7176,43151,432359,6211,5759,184922,658858,13249,441375
10036	353153,185431,7159,7165,7176,43151,432359,6211,5759,184922,658858,13249,441375
10090	441375,353153,185431,7159,237561,7165,294747,578454,7176,43151,36329,126793,5851,5823,432359,5671,5664,6183,330879,6211,332952,227321,5759,184922,658858,6334,5762,214684,13249,294750,339724,284593,544711,447093,544712,502780,5722,7209,34506,10366,5875,246410,396776,404692,454286,5874,869250,11191,694005,12104,10376,11103,10298,37296,11786,11623,10359,10407,11676,1069680,10245,337041,11320,10335,1511908,11757,11250,10633,11234,138950,694014,10760,12305,10310,11034,11099,11709,12475,194440,11082,186538,194441,10497,10623,11588,11723,12618,337042,694009,10273,10390,11047,11176,12455,12461,162145,38804,63330,10255,10276,10381,10567,10658,10991,11520,11599,11631,11983,12110,12216,129951,28875,307456,337051,39720,40051
10116	6334,432359,353153,185431,7159,237561,7165,7176,43151,5823,6211,5759,184922,658858,13249,34506,441375,11191,12110,11103,10376,10298,37296,10359,10407,10245,337041,11676,11250,10633,11320,12305,12618,10497,10760,194441,337042,10255,11047,11234,11588,11886,11983,12455,129951,138950,1511862,186538,194440,38804,694005,694014
10141	353153,185431,7159,237561,7165,7176,43151,432359,6211,5759,184922,658858,6334,13249,663331,10255,11234,11320,337041,694014
10160	353153,185431,7159,7165,7176,43151,432359,6211,184922,658858,13249
10181	353153,185431,7159,7165,7176,43151,432359,6211,184922,658858,13249
10245	9913,9606,10090,9986,10116,9544,9483,9598,7227,8364,9031,9685,9823
10255	9606,9986,9913,10090,10116,10141,511145,7955,9031,9361,9544
10258	9606
10271	9986
10273	9986,9606,10090,9483
10276	9823,10090,9606
10279	9606
10298	9606,10090,9913,10116,7227,9986,8364,4932,37296,9483,9544,10376,9823,10335,7244,9031
10310	9606,10090,9913,4932,7227,9483
10335	9606,10090,7227,9913,4932,9986,10298,9483,9544,9823
10359	9606,10090,10116,9913,9986,7227,9598,4932
10366	10090,9606
10376	9606,10090,9913,9986,10116,7227,7955,8364,9544,10298,9483,37296,4932,9031,9823,13735,28377,511145,9598,9685
10381	10090,7227
10390	9031,10090,9606,194440,9986
10407	9606,10090,9913,10116,9986,4932,9823,7227,9483,9544,9598
10497	9823,9606,10090,10116,9913,9986,7227,9031,9483,9544
10506	9606
10561	9913,9606
10567	10090,9606
10623	9606,10090,9913
10633	9606,10090,10116,9483,9544,9986,9913
10641	3702
10658	10090,9606
10677	511145,9606,9913
10678	9606,511145
10710	9606,511145,7227,224308,208964
10726	511145
10754	9606
10760	9606,10090,511145,7227,10116,9913,214092,637910,9544,9986
10821	4577,112509,4538
10840	4081,4113,3702,9606
10855	9606,7227
10991	10090,9606
10995	9031
11033	9606
11034	9606,10090
11041	9606
11047	9606,10090,9823,9913,10116,9483,9544,9986
11053	7159,9606
11060	9606,4932
11069	9606
11070	7159,9606
11072	9823,9913,9606
11082	9606,10090,7159,9913
11089	7159,9606
11099	10090,9606,9823,9913,9986
11103	9606,10090,10116,9913,7227,9986,9598,4932,9483,9544,9823,132908,4577,8364,9031,9685
11137	9606
11161	9606
11176	9031,9606,10090,9913,286419,9615
11191	10116,10090,9606
11234	9606,10090,9986,9483,9544,9913,10116,10141,9823
11250	9606,10090,9913,10116,9483,9544,9823,9986
11269	9606
11277	9823,9913
11292	9606
11303	9913
11320	9823,9606,10090,10116,4932,9544,9913,9986,7227,9031,9598,10141,9483
11520	9606,10090,9483,9544,9669,9913,9986
11552	9823,9606
11588	10090,9606,10116,9913
11599	9606,10090,9544,9913,9986
11613	4081,9606
11620	9606
11623	9606,10090
11631	10090,9544,9606
11642	9598
11676	9606,10090,9913,10116,9544,9986,7227,9483,243277,286419,312309,4932,670,9598,9615,9685,9823
11709	9606,10090,9483,7227,9598,9986,7955,9361,9544
11723	10090,9606,4932,9913
11757	10090
11786	10090,9606
11886	9031,10116,9606
11976	9986,9606
11978	9685
11983	9606,10090,10116,9913
12040	112509,4577
12045	4113,7227
12092	9598,9606
12104	9823,10090,9606,9913,9986,3702,7227,9483,9544
12110	9785,9823,10116,9913,9606,10090
12138	4577
12139	3847
12145	4081
12167	4113,3702
12183	51351,4113
12216	4113,4081,3702,9606,10090,286419,4932,9615,9685,9913,9986
12288	9823
12302	4932
12305	9606,10090,10116,9913,3702,9986
12317	3847
12321	3847,4113,4081
12327	112509,4932
12455	9685,9913,9986,9606,10090,10116
12461	9606,10090,9913,9986
12465	112509
12475	9606,10090,9913,9986,4932
12538	286419,9615,9685
12618	9606,10090,10116,9031,9913
12657	9606
12957	655819,1245745,332952,983644
