## taxon_id	STRING_type	STRING_name_compact	official_name_NCBI	interaction_partners	color
929558	periphery	Sulfurimonas gotlandica GD1	Sulfurimonas gotlandica		#93B4AF
929562	core	Emticicia oligotrophica DSM 17448	Emticicia oligotrophica		#93B4AF
929703	core	Flectobacillus major DSM 103	Flectobacillus major		#93B4AF
929704	core	Myroides odoratus DSM 2801	Myroides odoratus		#93B4AF
929712	periphery	Patulibacter minatonensis DSM 18081	Patulibacter minatonensis		#93B4AF
929713	periphery	Niabella soli DSM 19437	Niabella soli		#93B4AF
929794	periphery	Bartonella senegalensis OS02	Bartonella senegalensis		#93B4AF
930166	periphery	Pseudomonas brassicacearum	Pseudomonas brassicacearum		#93B4AF
930169	periphery	Alcanivorax dieselolei B5	Alcanivorax dieselolei		#93B4AF
930171	periphery	Arthrobacter phenanthrenivorans Sphe3	Arthrobacter phenanthrenivorans		#93B4AF
930945	periphery	Sulfolobus islandicus REY15A	Sulfolobus islandicus		#93B4AF
930946	core	Fructobacillus fructosus KCTC 3544	Fructobacillus fructosus		#93B4AF
931276	periphery	Clostridium saccharoperbutylacetonicum N1-4(HMT)	Clostridium saccharoperbutylacetonicum		#93B4AF
931277	periphery	Halococcus morrhuae DSM 1307	Halococcus morrhuae		#93B4AF
931626	core	Acetobacterium woodii DSM 1030	Acetobacterium woodii		#93B4AF
931627	periphery	Mycobacterium rhodesiae JS60	Mycobacterium rhodesiae JS60		#93B4AF
932213	periphery	Serratia sp. M24T3	Serratia sp. M24T3		#93B4AF
932677	periphery	Pantoea ananatis AJ13355	Pantoea ananatis AJ13355		#93B4AF
932678	periphery	Thermocrinis ruber DSM 12173	Thermocrinis ruber		#93B4AF
933115	core	Planococcus donghaensis MPA1U2	Planococcus donghaensis		#93B4AF
933262	core	Desulfosarcina sp. BuS5	Desulfosarcina sp. BuS5		#93B4AF
933801	core	Acidianus hospitalis W1	Acidianus hospitalis		#93B4AF
935261	periphery	Aminobacter sp. J41	Aminobacter sp. J41		#93B4AF
935548	periphery	Mesorhizobium loti R88b	Mesorhizobium loti R88b		#93B4AF
935557	periphery	Sinorhizobium arboris LMG 14919	Sinorhizobium arboris		#93B4AF
935565	periphery	Paracoccus pantotrophus J46	Paracoccus pantotrophus		#93B4AF
935567	periphery	Pseudoxanthomonas suwonensis J43	Pseudoxanthomonas suwonensis J43		#93B4AF
935836	periphery	Bacillus sp. J33	Bacillus sp. J33		#93B4AF
935837	periphery	Bacillus sp. J37	Bacillus sp. J37		#93B4AF
935839	periphery	Cellulosimicrobium cellulans J36	Cellulosimicrobium cellulans		#93B4AF
935840	periphery	Chelativorans sp. J32	Chelativorans sp. J32		#93B4AF
935845	periphery	Paenibacillus sp. J14	Paenibacillus sp. J14		#93B4AF
935848	core	Paracoccus sp. J39	Paracoccus sp. J39		#93B4AF
935863	periphery	Luteimonas sp. J29	Luteimonas sp. J29		#93B4AF
935866	periphery	Nocardioides sp. J54	Nocardioides sp. J54		#93B4AF
935948	core	Caldanaerobius polysaccharolyticus DSM 13641	Caldanaerobius polysaccharolyticus		#93B4AF
936053	core	Rhizopus delemar	Rhizopus delemar		#93B4AF
936136	periphery	Rhizobium leguminosarum bv. viciae 248	Rhizobium leguminosarum viciae 248		#93B4AF
936140	periphery	Lactobacillus farciminis KCTC 3681 = DSM 20184	Lactobacillus farciminis		#93B4AF
936154	periphery	Streptococcus parauberis KCTC 11537	Streptococcus parauberis KCTC11537		#93B4AF
936155	periphery	Helicobacter felis ATCC 49179	Helicobacter felis		#93B4AF
936375	periphery	Mogibacterium sp. CM50	Mogibacterium sp. CM50		#93B4AF
936455	periphery	Bradyrhizobium genosp. SA-4 str. CB756	Bradyrhizobium genosp.		#93B4AF
936548	periphery	Actinomyces sp. ICM47	Actinomyces sp. ICM47		#93B4AF
936550	periphery	Atopobium sp. BS2	Atopobium sp. BS2		#93B4AF
936572	core	Selenomonas sp. FOBRC6	Selenomonas sp. FOBRC6		#93B4AF
936573	periphery	Selenomonas sp. FOBRC9	Selenomonas sp. FOBRC9		#93B4AF
936574	periphery	Shuttleworthia sp. MSX8B	Shuttleworthia sp. MSX8B		#93B4AF
936580	periphery	Streptococcus sp. CM6	Streptococcus sp. CM6		#93B4AF
936589	periphery	Veillonella sp. AS16	Veillonella sp. AS16		#93B4AF
936596	periphery	Lachnoanaerobaculum sp. MSX33	Lachnoanaerobaculum sp. MSX33		#93B4AF
937774	periphery	Taylorella equigenitalis MCE9	Taylorella equigenitalis		#93B4AF
937777	periphery	Deinococcus peraridilitoris DSM 19664	Deinococcus peraridilitoris		#93B4AF
938278	periphery	Clostridiales bacterium 9400853	Clostridiales bacterium 9400853		#93B4AF
938288	periphery	Clostridiales bacterium 9401234	Clostridiales bacterium 9401234		#93B4AF
938289	periphery	Clostridiales bacterium 9403326	Clostridiales bacterium 9403326		#93B4AF
938293	core	Anaerococcus sp. 9402080	Anaerococcus sp. 9402080		#93B4AF
938709	core	Bacteroidetes bacterium SCGC AAA027-N21	Bacteroidetes bacterium SCGC AAA027N21		#93B4AF
940282	periphery	Acetobacter pasteurianus 3P3	Acetobacter pasteurianus 3P3		#93B4AF
941449	periphery	Desulfovibrio sp. X2	Desulfovibrio sp. X2		#93B4AF
941639	periphery	Bacillus coagulans 2-6	Bacillus coagulans 26		#93B4AF
941770	core	Lactobacillus fructivorans KCTC 3543 = DSM 20203	Lactobacillus fructivorans		#93B4AF
941824	core	Thermobrachium celere DSM 8682	Thermobrachium celere		#93B4AF
944435	periphery	Burkholderia sp. WSM2230	Burkholderia sp. WSM2230		#93B4AF
944479	periphery	Hippea jasoniae	Hippea jasoniae		#93B4AF
944480	periphery	Hippea alviniae EP5-r	Hippea alviniae		#93B4AF
944481	periphery	Hippea sp. KM1	Hippea sp. KM1		#93B4AF
944546	periphery	Arcobacter butzleri ED-1	Arcobacter butzleri ED1		#93B4AF
944547	periphery	Arcobacter sp. L	Arcobacter sp. L		#93B4AF
944560	periphery	Actinomyces sp. oral taxon 175 str. F0384	Actinomyces sp. F0384		#93B4AF
944562	periphery	Lactobacillus oris F0423	Lactobacillus oris F0423		#93B4AF
944564	periphery	Veillonella sp. oral taxon 780 str. F0422	Veillonella sp. F0422		#93B4AF
944565	periphery	Parvimonas sp. oral taxon 393 str. F0440	Parvimonas sp. F0440		#93B4AF
945021	core	Tetragenococcus halophilus NBRC 12172	Tetragenococcus halophilus		#93B4AF
945543	periphery	Vibrio brasiliensis LMG 20546	Vibrio brasiliensis		#93B4AF
945550	periphery	Vibrio sinaloensis DSM 21326	Vibrio sinaloensis		#93B4AF
945712	periphery	Corynebacterium ulcerans BR-AD22	Corynebacterium ulcerans		#93B4AF
945713	core	Ignavibacterium album JCM 16511	Ignavibacterium album		#93B4AF
946077	core	Imtechella halotolerans K1	Imtechella halotolerans		#93B4AF
946235	periphery	Oceanobacillus massiliensis str. N'diop	Oceanobacillus massiliensis		#93B4AF
946362	periphery	Salpingoeca rosetta	Salpingoeca rosetta		#93B4AF
946483	core	Candidatus Symbiobacter mobilis CR	Symbiobacter mobilis		#93B4AF
948106	periphery	Burkholderia dilworthii	Burkholderia dilworthii		#93B4AF
948565	periphery	Avibacterium paragallinarum 72	Avibacterium paragallinarum 72		#93B4AF
953739	periphery	Streptomyces venezuelae ATCC 10712	Streptomyces venezuelae		#93B4AF
977880	core	Cupriavidus taiwanensis LMG 19424	Cupriavidus taiwanensis		#93B4AF
979556	core	Microbacterium testaceum StLB037	Microbacterium testaceum		#93B4AF
980584	core	Flavobacteriaceae bacterium HQM9	Flavobacteriaceae bacterium HQM9		#93B4AF
981085	periphery	Morus notabilis	Morus notabilis		#93B4AF
981223	periphery	Acinetobacter sp. NCTC 7422	Acinetobacter sp. NCTC 7422		#93B4AF
981327	periphery	Acinetobacter lwoffii NCTC 5866 = CIP 64.10	Acinetobacter lwoffii NCTC 5866		#93B4AF
981336	periphery	Acinetobacter ursingii DSM 16037 = CIP 107286	Acinetobacter ursingii		#93B4AF
981369	periphery	Streptacidiphilus rugosus AM-16	Streptacidiphilus rugosus		#93B4AF
981383	core	Ornithinibacillus scapharcae TW25	Ornithinibacillus scapharcae		#93B4AF
981384	periphery	Ruegeria conchae	Ruegeria conchae		#93B4AF
983328	periphery	Campylobacter fetus subsp. venerealis NCTC 10354	Campylobacter fetus venerealis		#93B4AF
983544	core	Lacinutrix sp. 5H-3-7-4	Lacinutrix sp. 5H374		#93B4AF
983545	core	Glaciecola sp. 4H-3-7+YE-5	Glaciecola sp. 4H37YE5		#93B4AF
983548	periphery	Dokdonia sp. 4H-3-7-5	Dokdonia sp. 4H375		#93B4AF
983917	periphery	Rubrivivax gelatinosus IL144	Rubrivivax gelatinosus		#93B4AF
983920	periphery	Novosphingobium nitrogenifigens DSM 19370	Novosphingobium nitrogenifigens		#93B4AF
984262	periphery	Saprospira grandis str. Lewin	Saprospira grandis		#93B4AF
984892	periphery	Staphylococcus pseudintermedius ED99	Staphylococcus pseudintermedius		#93B4AF
984962	periphery	Heterobasidion irregulare	Heterobasidion irregulare		#93B4AF
985053	periphery	Vulcanisaeta moutnovskia 768-28	Vulcanisaeta moutnovskia		#93B4AF
985054	periphery	Ruegeria halocynthiae	Ruegeria halocynthiae		#93B4AF
985255	periphery	Gillisia sp. CAL575	Gillisia sp. CAL575		#93B4AF
985665	periphery	Paenibacillus terrae HPL-003	Paenibacillus terrae		#93B4AF
985762	periphery	Staphylococcus agnetis	Staphylococcus agnetis		#93B4AF
985867	core	Candidatus Odyssella thessalonicensis L13	Odyssella thessalonicensis		#93B4AF
986075	core	Caldalkalibacillus thermarum TA2.A1	Caldalkalibacillus thermarum		#93B4AF
987059	core	Rubrivivax benzoatilyticus JA2 = ATCC BAA-35	Rubrivivax benzoatilyticus		#93B4AF
990073	periphery	Lebetimonas sp. JS170	Lebetimonas sp. JS170		#93B4AF
990285	periphery	Rhizobium grahamii CCGE 502	Rhizobium grahamii		#93B4AF
991905	core	Polymorphum gilvum SL003B-26A1	Polymorphum gilvum		#93B4AF
992406	core	Riemerella anatipestifer RA-GD	Riemerella anatipestifer		#93B4AF
994479	periphery	Saccharopolyspora spinosa NRRL 18395	Saccharopolyspora spinosa		#93B4AF
994573	core	Youngiibacter fragilis 232.1	Youngiibacter fragilis		#93B4AF
996306	periphery	Streptococcus suis R61	Streptococcus suis R61		#93B4AF
996637	core	Streptomyces griseoaurantiacus M045	Streptomyces griseoaurantiacus		#93B4AF
997296	periphery	Bacillus methanolicus PB1	Bacillus methanolicus PB1		#93B4AF
997346	core	Desmospora sp. 8437	Desmospora sp. 8437		#93B4AF
997350	core	Peptoniphilus indolicus ATCC 29427	Peptoniphilus indolicus		#93B4AF
997352	periphery	Prevotella nigrescens ATCC 33563	Prevotella nigrescens		#93B4AF
997353	periphery	Prevotella pallens ATCC 700821	Prevotella pallens		#93B4AF
997829	periphery	Porphyromonas sp. KLE 1280	Porphyromonas sp. KLE1280		#93B4AF
997830	periphery	Streptococcus infantis X	Streptococcus infantis X		#93B4AF
997884	periphery	Bacteroides nordii CL02T12C05	Bacteroides nordii		#93B4AF
998088	core	Aeromonas veronii B565	Aeromonas veronii		#93B4AF
998674	core	Leucothrix mucor DSM 2157	Leucothrix mucor		#93B4AF
999141	core	Halomonas sp. TD01	Halomonas sp. TD01		#93B4AF
999411	periphery	Clostridium colicanis 209318	Clostridium colicanis		#93B4AF
999413	periphery	[Clostridium] innocuum 2959	Clostridium innocuum		#93B4AF
999415	core	Eggerthia catenaformis OT 569 = DSM 20559	Eggerthia catenaformis		#93B4AF
999419	periphery	Parabacteroides johnsonii CL02T12C29	Parabacteroides johnsonii		#93B4AF
999423	periphery	Selenomonas sp. F0473	Selenomonas sp. F0473		#93B4AF
999425	periphery	Streptococcus sp. F0442	Streptococcus sp. F0442		#93B4AF
999541	periphery	Burkholderia gladioli BSR3	Burkholderia gladioli		#93B4AF
999547	core	Leisingera daeponensis DSM 23529	Leisingera daeponensis		#93B4AF
999549	periphery	Leisingera caerulea DSM 24564	Leisingera caerulea		#93B4AF
999550	core	Pseudophaeobacter arcticus DSM 23566	Pseudophaeobacter arcticus		#93B4AF
999611	periphery	Leisingera aquimarina DSM 24565	Leisingera aquimarina		#93B4AF
999630	core	Thermoproteus uzoniensis 768-20	Thermoproteus uzoniensis		#93B4AF
1000565	core	Methyloversatilis universalis FAM5	Methyloversatilis universalis FAM5		#93B4AF
1000569	periphery	Megasphaera sp. UPII 135-E	Megasphaera sp. UPII135E		#93B4AF
1000570	periphery	Streptococcus anginosus SK52 = DSM 20563	Streptococcus anginosus SK52		#93B4AF
1000588	periphery	Streptococcus mitis bv. 2 str. SK95	Streptococcus mitis 2 SK95		#93B4AF
1001240	periphery	Cryobacterium roopkundense	Cryobacterium roopkundense		#93B4AF
1001530	periphery	Photobacterium leiognathi subsp. mandapamensis svers.1.1.	Photobacterium leiognathi mandapamensis		#93B4AF
1001585	core	Pseudomonas mendocina NK-01	Pseudomonas mendocina NK01		#93B4AF
1002339	periphery	Psychrobacter sp. 1501(2011)	Psychrobacter sp. 1501		#93B4AF
1002340	periphery	Leisingera sp. ANG1	Leisingera sp. ANG1		#93B4AF
1002367	periphery	Prevotella stercorea DSM 18206	Prevotella stercorea		#93B4AF
1002672	periphery	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter sp. IMCC9063		#93B4AF
1002804	periphery	Helicobacter bizzozeronii CIII-1	Helicobacter bizzozeronii		#93B4AF
1002809	core	Solibacillus silvestris StLB046	Solibacillus silvestris		#93B4AF
1003195	periphery	Streptomyces cattleya NRRL 8057 = DSM 46488	Streptomyces cattleya		#93B4AF
1003200	periphery	Achromobacter insuavis AXX-A	Achromobacter insuavis		#93B4AF
1004149	periphery	Mesoflavibacter zeaxanthinifaciens S86	Mesoflavibacter zeaxanthinifaciens S86		#93B4AF
1004785	periphery	Alteromonas macleodii str. 'Black Sea 11'	Alteromonas macleodii Black		#93B4AF
1005048	core	Collimonas fungivorans Ter331	Collimonas fungivorans		#93B4AF
1005057	periphery	Buchnera aphidicola str. Ua (Uroleucon ambrosiae)	Buchnera aphidicola Ua		#93B4AF
1005058	periphery	Gallibacterium anatis UMN179	Gallibacterium anatis		#93B4AF
1005090	periphery	Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)	Buchnera aphidicola Ak		#93B4AF
1005395	periphery	Pseudomonas putida CSV86	Pseudomonas putida CSV86		#93B4AF
1005704	periphery	Streptococcus oralis SK255	Streptococcus oralis SK255		#93B4AF
1005705	periphery	Streptococcus infantis SK1076	Streptococcus infantis SK1076		#93B4AF
1005962	core	Ogataea parapolymorpha	Ogataea parapolymorpha		#93B4AF
1005994	core	Trabulsiella guamensis ATCC 49490	Trabulsiella guamensis		#93B4AF
1005995	periphery	Tatumella ptyseos ATCC 33301	Tatumella ptyseos		#93B4AF
1005999	core	Leminorella grimontii ATCC 33999 = DSM 5078	Leminorella grimontii		#93B4AF
1006000	core	Kluyvera ascorbata ATCC 33433	Kluyvera ascorbata		#93B4AF
1006004	core	Buttiauxella agrestis ATCC 33320	Buttiauxella agrestis		#93B4AF
1006006	periphery	Metallosphaera cuprina Ar-4	Metallosphaera cuprina		#93B4AF
1006581	periphery	Mycoplasma gallisepticum S6	Mycoplasma gallisepticum S6		#93B4AF
1007096	periphery	Oscillibacter ruminantium GH1	Oscillibacter ruminantium		#93B4AF
1007103	core	Paenibacillus elgii B69	Paenibacillus elgii		#93B4AF
1007104	periphery	Sphingomonas sp. S17	Sphingomonas sp. S17		#93B4AF
1007105	core	Pusillimonas sp. T7-7	Pusillimonas sp. T77		#93B4AF
1008453	periphery	Streptococcus mitis SK1080	Streptococcus mitis SK1080		#93B4AF
1008457	periphery	Myroides injenensis M09-0166	Myroides injenensis		#93B4AF
1008459	periphery	Taylorella asinigenitalis MCE3	Taylorella asinigenitalis		#93B4AF
1009370	core	Acetonema longum DSM 6540	Acetonema longum		#93B4AF
1009858	periphery	Buchnera aphidicola str. G002 (Myzus persicae)	Buchnera aphidicola G002		#93B4AF
1026882	periphery	Methylophaga aminisulfidivorans MP	Methylophaga aminisulfidivorans		#93B4AF
1026970	periphery	Nannospalax galili	Nannospalax galili		#93B4AF
1027273	periphery	Endozoicomonas montiporae	Endozoicomonas montiporae		#93B4AF
1027292	core	Sporosarcina newyorkensis 2681	Sporosarcina newyorkensis		#93B4AF
1027371	periphery	Gordonia alkanivorans NBRC 16433	Gordonia alkanivorans		#93B4AF
1027396	periphery	Listeria monocytogenes str. Scott A	Listeria monocytogenes Scott		#93B4AF
1028307	core	Enterobacter aerogenes KCTC 2190	Enterobacter aerogenes		#93B4AF
1028800	periphery	Neorhizobium galegae bv. orientalis str. HAMBI 540	Neorhizobium galegae orientalis		#93B4AF
1028801	periphery	Neorhizobium galegae bv. officinalis bv. officinalis str. HAMBI 1141	Neorhizobium galegae officinalis		#93B4AF
1028803	periphery	Haemophilus haemolyticus M19501	Haemophilus haemolyticus M19501		#93B4AF
1028805	periphery	Haemophilus haemolyticus M21621	Haemophilus haemolyticus M21621		#93B4AF
1028806	periphery	Haemophilus haemolyticus M21639	Haemophilus haemolyticus M21639		#93B4AF
1029718	core	Candidatus Arthromitus sp. SFB-mouse-Japan	Arthromitus sp. SFBmouseJapan		#93B4AF
1029823	periphery	Acinetobacter sp. P8-3-8	Acinetobacter sp. P838		#93B4AF
1029824	periphery	Kocuria rhizophila P7-4	Kocuria rhizophila P74		#93B4AF
1030157	periphery	Sphingomonas sp. KC8	Sphingomonas sp. KC8		#93B4AF
1031288	core	Caloramator sp. ALD01	Caloramator sp. ALD01		#93B4AF
1031711	periphery	Ralstonia solanacearum Po82	Ralstonia solanacearum Po82	10710	#93B4AF
1032480	core	Microlunatus phosphovorus NM-1	Microlunatus phosphovorus		#93B4AF
1033730	periphery	Aeromicrobium massiliense JC14	Aeromicrobium massiliense		#93B4AF
1033732	periphery	Alistipes senegalensis JC50	Alistipes senegalensis		#93B4AF
1033733	periphery	Anaerococcus senegalensis JC48	Anaerococcus senegalensis		#93B4AF
1033734	periphery	Bacillus timonensis	Bacillus timonensis		#93B4AF
1033736	core	Brevibacterium senegalense	Brevibacterium senegalense		#93B4AF
1033737	periphery	Clostridium senegalense JC122	Clostridium senegalense		#93B4AF
1033738	core	Kurthia sp. Dielmo	Kurthia sp. Dielmo		#93B4AF
1033739	periphery	Kurthia massiliensis	Kurthia massiliensis		#93B4AF
1033740	periphery	Kurthia sp. JC8E	Kurthia sp. JC8E		#93B4AF
1033743	periphery	Paenibacillus senegalensis JC66	Paenibacillus senegalensis		#93B4AF
1033744	periphery	Peptoniphilus senegalensis JC140	Peptoniphilus senegalensis		#93B4AF
1033802	core	Salinisphaera shabanensis E1L3A	Salinisphaera shabanensis		#93B4AF
1033806	periphery	Halorhabdus tiamatea SARL4B	Halorhabdus tiamatea		#93B4AF
1033810	core	Haloplasma contractile SSD-17B	Haloplasma contractile		#93B4AF
1033837	periphery	Lactobacillus kefiranofaciens ZW3	Lactobacillus kefiranofaciens		#93B4AF
1033991	periphery	Rhizobium leguminosarum bv. trifolii CB782	Rhizobium leguminosarum trifolii CB782		#93B4AF
1034345	periphery	Senegalimassilia anaerobia JC110	Senegalimassilia anaerobia		#93B4AF
1034347	periphery	Bacillus massiliosenegalensis JC6	Bacillus massiliosenegalensis		#93B4AF
1034769	periphery	Paenibacillus sp. HW567	Paenibacillus sp. HW567		#93B4AF
1034807	periphery	Flavobacterium branchiophilum FL-15	Flavobacterium branchiophilum		#93B4AF
1034808	periphery	Mycoplasma anatis 1340	Mycoplasma anatis		#93B4AF
1034809	periphery	Staphylococcus lugdunensis N920143	Staphylococcus lugdunensis N920143		#93B4AF
1034943	periphery	Legionella massiliensis	Legionella massiliensis		#93B4AF
1035184	periphery	Streptococcus constellatus subsp. pharyngis SK1060 = CCUG 46377	Streptococcus constellatus pharyngis SK1060		#93B4AF
1035187	periphery	Streptococcus mitis SK569	Streptococcus mitis SK569		#93B4AF
1035189	periphery	Streptococcus infantis SK970	Streptococcus infantis SK970		#93B4AF
1035191	periphery	Brevundimonas diminuta 470-4	Brevundimonas diminuta 4704		#93B4AF
1035193	core	Capnocytophaga sp. oral taxon 326 str. F0382	Capnocytophaga sp. F0382		#93B4AF
1035195	periphery	Corynebacterium durum F0235	Corynebacterium durum		#93B4AF
1035196	periphery	Peptostreptococcus anaerobius VPI 4330 = DSM 2949	Peptostreptococcus anaerobius VPI4330		#93B4AF
1035197	periphery	Prevotella sp. oral taxon 473 str. F0040	Prevotella sp. F0040		#93B4AF
1035308	periphery	Dehalobacter sp. FTH1	Dehalobacter sp. FTH1		#93B4AF
1035839	periphery	Haemophilus sputorum CCUG 13788	Haemophilus sputorum		#93B4AF
1036674	periphery	Idiomarina sp. A28L	Idiomarina sp. A28L		#93B4AF
1037409	periphery	Bradyrhizobium japonicum USDA 6	Bradyrhizobium japonicum USDA6		#93B4AF
1037410	periphery	Mycoplasma columbinum SF7	Mycoplasma columbinum		#93B4AF
1038858	periphery	Azorhizobium doebereinerae UFLA1-100	Azorhizobium doebereinerae		#93B4AF
1038859	periphery	Bradyrhizobium elkanii WSM1741	Bradyrhizobium elkanii WSM1741		#93B4AF
1038860	periphery	Bradyrhizobium elkanii WSM2783	Bradyrhizobium elkanii WSM2783		#93B4AF
1038862	periphery	Bradyrhizobium japonicum USDA 124	Bradyrhizobium japonicum USDA124		#93B4AF
1038866	periphery	Bradyrhizobium sp. WSM2793	Bradyrhizobium sp. WSM2793		#93B4AF
1038867	periphery	Bradyrhizobium sp. WSM3983	Bradyrhizobium sp. WSM3983		#93B4AF
1038869	periphery	Burkholderia mimosarum LMG 23256	Burkholderia mimosarum		#93B4AF
1038922	periphery	Pseudomonas fluorescens Q2-87	Pseudomonas fluorescens Q287		#93B4AF
1040982	periphery	Mesorhizobium loti CJ3sym	Mesorhizobium loti CJ3sym		#93B4AF
1040983	periphery	Mesorhizobium loti USDA 3471	Mesorhizobium loti USDA3471		#93B4AF
1040986	periphery	Mesorhizobium sp. WSM3224	Mesorhizobium sp. WSM3224		#93B4AF
1040987	periphery	Mesorhizobium sp. WSM3626	Mesorhizobium sp. WSM3626		#93B4AF
1040989	periphery	Bradyrhizobium sp. ARR65	Bradyrhizobium sp. ARR65		#93B4AF
1041138	periphery	Rhizobium gallicum bv. gallicum R602sp	Rhizobium gallicum		#93B4AF
1041139	periphery	Rhizobium giardinii bv. giardinii H152	Rhizobium giardinii		#93B4AF
1041142	periphery	Rhizobium leguminosarum bv. viciae GB30	Rhizobium leguminosarum viciae GB30		#93B4AF
1041146	periphery	Rhizobium sullae WSM1592	Rhizobium sullae		#93B4AF
1041147	periphery	Rhizobium leucaenae USDA 9039	Rhizobium leucaenae		#93B4AF
1041159	periphery	Ensifer sp. WSM1721	Ensifer sp. WSM1721		#93B4AF
1041504	periphery	Candidatus Arthromitus sp. SFB-rat-Yit	Arthromitus sp. SFBratYit		#93B4AF
1041522	periphery	Mycobacterium colombiense CECT 3035	Mycobacterium colombiense		#93B4AF
1041607	periphery	Wickerhamomyces ciferrii	Wickerhamomyces ciferrii		#93B4AF
1041826	periphery	Flavobacterium columnare ATCC 49512	Flavobacterium columnare		#93B4AF
1041930	core	Methanocella conradii HZ254	Methanocella conradii		#93B4AF
1042156	periphery	Clostridium sp. SY8519	Clostridium sp. SY8519		#93B4AF
1042163	core	Brevibacillus laterosporus LMG 15441	Brevibacillus laterosporus LMG15441		#93B4AF
1042209	periphery	Pseudomonas fluorescens HK44	Pseudomonas fluorescens HK44		#93B4AF
1042326	periphery	Rhizobium sp. IBUN	Rhizobium sp. IBUN		#93B4AF
1042375	periphery	Marinobacterium stanieri S30	Marinobacterium stanieri		#93B4AF
1042376	periphery	Flavobacteriaceae bacterium S85	Flavobacteriaceae bacterium S85		#93B4AF
1042377	periphery	Microbulbifer agarilyticus S89	Microbulbifer agarilyticus		#93B4AF
1042876	periphery	Pseudomonas putida S16	Pseudomonas putida S16		#93B4AF
1042877	periphery	Thermococcus sp. 4557	Thermococcus sp. 4557		#93B4AF
1043205	core	Serinicoccus profundi MCCC 1A05965	Serinicoccus profundi		#93B4AF
1043493	core	Lysinimicrobium mangrovi	Lysinimicrobium mangrovi		#93B4AF
1045004	periphery	Oenococcus kitaharae DSM 17330	Oenococcus kitaharae		#93B4AF
1045009	periphery	Citricoccus sp. CH26A	Citricoccus sp. CH26A		#93B4AF
1045854	periphery	Weissella koreensis KACC 15510	Weissella koreensis		#93B4AF
1045855	periphery	Pseudoxanthomonas spadix BD-a59	Pseudoxanthomonas spadix		#93B4AF
1045856	periphery	Enterobacter cloacae EcWSU1	Enterobacter cloacae EcWSU1		#93B4AF
1045858	core	Brachyspira intermedia PWS/A	Brachyspira intermedia		#93B4AF
1046625	periphery	Acinetobacter lwoffii WJ10621	Acinetobacter lwoffii WJ10621		#93B4AF
1046627	core	Bizionia argentinensis JUB59	Bizionia argentinensis		#93B4AF
1046629	periphery	Streptococcus salivarius 57.I	Streptococcus salivarius 57I		#93B4AF
1046714	core	Gayadomonas joobiniege G7	Gayadomonas joobiniege		#93B4AF
1046724	periphery	Marinobacter lipolyticus BF04_CF-4	Marinobacter lipolyticus BF04CF4		#93B4AF
1047013	core	Aminicenantes bacterium SCGC AAA252-A02	Aminicenantes bacterium SCGC AAA252A02		#93B4AF
1047171	core	Zymoseptoria tritici	Zymoseptoria tritici		#93B4AF
1048339	core	Sporichthya polymorpha DSM 43042	Sporichthya polymorpha		#93B4AF
1048829	periphery	Paracoccidioides sp. 'lutzii'	Paracoccidioides sp. lutzii		#93B4AF
1048830	periphery	Mycoplasma iowae 695	Mycoplasma iowae		#93B4AF
1048834	periphery	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1	Alicyclobacillus acidocaldarius Tc41		#93B4AF
1048983	core	Anditalea andensis	Anditalea andensis		#93B4AF
1049564	periphery	endosymbiont of Tevnia jerichonana (vent Tica)	endosymbiont of Tevnia		#93B4AF
1050201	core	Allobaculum stercoricanis DSM 13633	Allobaculum stercoricanis		#93B4AF
1050202	periphery	Actinopolyspora mortivallis DSM 44261	Actinopolyspora mortivallis		#93B4AF
1051006	periphery	Propionibacterium acnes SK182B-JCVI	Propionibacterium acnes SK182BJCVI		#93B4AF
1051501	periphery	Bacillus mojavensis RO-H-1 = KCTC 3706	Bacillus mojavensis		#93B4AF
1051613	periphery	Verticillium alfalfae	Verticillium alfalfae		#93B4AF
1051632	periphery	Sulfobacillus acidophilus TPY	Sulfobacillus acidophilus		#93B4AF
1051646	periphery	Vibrio tubiashii ATCC 19109	Vibrio tubiashii		#93B4AF
1051985	periphery	Neisseria weaveri LMG 5135	Neisseria weaveri		#93B4AF
1052684	periphery	Paenibacillus polymyxa M1	Paenibacillus polymyxa M1		#93B4AF
1054213	periphery	Acetobacteraceae bacterium AT-5844	Acetobacteraceae bacterium AT5844		#93B4AF
1054217	core	Thermoplasmatales archaeon BRNA1	Thermoplasmatales archaeon		#93B4AF
1054460	periphery	Streptococcus pseudopneumoniae IS7493	Streptococcus pseudopneumoniae		#93B4AF
1054860	periphery	Streptomyces purpureus KA281	Streptomyces purpureus		#93B4AF
1055815	periphery	Psychrobacter sp. TB67	Psychrobacter sp. TB67		#93B4AF
1056495	periphery	Caldisphaera lagunensis DSM 15908	Caldisphaera lagunensis		#93B4AF
1056512	periphery	Grimontia indica	Grimontia indica		#93B4AF
1056816	periphery	Nocardia sp. BMG51109	Nocardia sp. BMG51109		#93B4AF
1056820	periphery	Teredinibacter turnerae T7902	Teredinibacter turnerae T7902		#93B4AF
1057002	periphery	Ensifer sp. BR816	Ensifer sp. BR816		#93B4AF
1064535	core	Megasphaera elsdenii DSM 20460	Megasphaera elsdenii		#93B4AF
