## taxon_id	STRING_type	STRING_name_compact	official_name_NCBI	interaction_partners	color
314607	periphery	beta proteobacterium KB13	beta proteobacterium KB13		#93B4AF
314723	periphery	Borrelia hermsii HS1	Borrelia hermsii		#93B4AF
314724	periphery	Borrelia turicatae 91E135	Borrelia turicatae		#93B4AF
315456	periphery	Rickettsia felis URRWXCal2	Rickettsia felis		#93B4AF
315730	periphery	Bacillus weihenstephanensis KBAB4	Bacillus weihenstephanensis		#93B4AF
315749	periphery	Bacillus cytotoxicus NVH 391-98	Bacillus cytotoxicus		#93B4AF
315750	core	Bacillus pumilus SAFR-032	Bacillus pumilus		#93B4AF
316055	periphery	Rhodopseudomonas palustris BisA53	Rhodopseudomonas palustris BisA53		#93B4AF
316056	periphery	Rhodopseudomonas palustris BisB18	Rhodopseudomonas palustris BisB18		#93B4AF
316057	periphery	Rhodopseudomonas palustris BisB5	Rhodopseudomonas palustris BisB5		#93B4AF
316058	periphery	Rhodopseudomonas palustris HaA2	Rhodopseudomonas palustris HaA2		#93B4AF
316067	periphery	Geobacter daltonii FRC-32	Geobacter daltonii		#93B4AF
316273	periphery	Xanthomonas campestris pv. vesicatoria str. 85-10	Xanthomonas campestris vesicatoria		#93B4AF
316274	core	Herpetosiphon aurantiacus DSM 785	Herpetosiphon aurantiacus		#93B4AF
316275	periphery	Aliivibrio salmonicida LFI1238	Aliivibrio salmonicida		#93B4AF
316278	periphery	Synechococcus sp. RCC307	Synechococcus sp. RCC307		#93B4AF
316279	periphery	Synechococcus sp. CC9902	Synechococcus sp. CC9902		#93B4AF
316407	periphery	Escherichia coli str. K-12 substr. W3110	Escherichia coli K12 substr. W3110	10376,10760,348604,10710,10679	#93B4AF
317013	periphery	Xanthomonas axonopodis pv. phaseoli	Xanthomonas axonopodis phaseoli		#93B4AF
317025	core	Thiomicrospira crunogena XCL-2	Thiomicrospira crunogena		#93B4AF
317619	core	Prochlorothrix hollandica PCC 9006	Prochlorothrix hollandica		#93B4AF
317655	core	Sphingopyxis alaskensis RB2256	Sphingopyxis alaskensis		#93B4AF
317936	periphery	Nostoc sp. PCC 7107	Nostoc sp. PCC7107		#93B4AF
318161	periphery	Shewanella denitrificans OS217	Shewanella denitrificans		#93B4AF
318167	periphery	Shewanella frigidimarina NCIMB 400	Shewanella frigidimarina		#93B4AF
318424	periphery	Mycobacterium rufum	Mycobacterium rufum		#93B4AF
318464	periphery	Clostridium sulfidigenes	Clostridium sulfidigenes		#93B4AF
318586	core	Paracoccus denitrificans PD1222	Paracoccus denitrificans PD1222		#93B4AF
318829	core	Magnaporthe oryzae	Magnaporthe oryzae		#93B4AF
318996	periphery	Bradyrhizobium sp. WSM1743	Bradyrhizobium sp. WSM1743		#93B4AF
319003	periphery	Bradyrhizobium sp. WSM1253	Bradyrhizobium sp. WSM1253		#93B4AF
319224	core	Shewanella putrefaciens CN-32	Shewanella putrefaciens		#93B4AF
319225	periphery	Chlorobium luteolum DSM 273	Chlorobium luteolum		#93B4AF
319236	periphery	Nonlabens sediminis	Nonlabens sediminis		#93B4AF
319795	core	Deinococcus geothermalis DSM 11300	Deinococcus geothermalis		#93B4AF
320483	periphery	Anaplasma marginale str. Florida	Anaplasma marginale Florida		#93B4AF
321327	core	Synechococcus sp. JA-3-3Ab	Synechococcus sp. JA33Ab		#93B4AF
321332	periphery	Synechococcus sp. JA-2-3B'a(2-13)	Synechococcus sp. JA23Ba		#93B4AF
321846	periphery	Pseudomonas simiae	Pseudomonas simiae		#93B4AF
321955	periphery	Brevibacterium linens BL2	Brevibacterium linens		#93B4AF
321961	core	Wheat blue dwarf phytoplasma	Wheat blue		#93B4AF
322098	periphery	Aster yellows witches'-broom phytoplasma AYWB	Aster yellows		#93B4AF
322159	periphery	Streptococcus thermophilus LMD-9	Streptococcus thermophilus LMD9		#93B4AF
322710	core	Azotobacter vinelandii DJ	Azotobacter vinelandii		#93B4AF
323097	core	Nitrobacter hamburgensis X14	Nitrobacter hamburgensis		#93B4AF
323098	periphery	Nitrobacter winogradskyi Nb-255	Nitrobacter winogradskyi		#93B4AF
323259	periphery	Methanospirillum hungatei JF-1	Methanospirillum hungatei		#93B4AF
323261	core	Nitrosococcus oceani ATCC 19707	Nitrosococcus oceani		#93B4AF
323848	core	Nitrosospira multiformis ATCC 25196	Nitrosospira multiformis		#93B4AF
323850	periphery	Shewanella loihica PV-4	Shewanella loihica		#93B4AF
324057	periphery	Paenibacillus sp. JDR-2	Paenibacillus sp. JDR2		#93B4AF
324602	periphery	Chloroflexus aurantiacus J-10-fl	Chloroflexus aurantiacus		#93B4AF
324831	periphery	Lactobacillus gasseri ATCC 33323 = JCM 1131	Lactobacillus gasseri		#93B4AF
324925	core	Pelodictyon phaeoclathratiforme BU-1	Pelodictyon phaeoclathratiforme		#93B4AF
325452	periphery	Phytophthora kernoviae	Phytophthora kernoviae		#93B4AF
325777	periphery	Xanthomonas axonopodis pv. vasculorum	Xanthomonas axonopodis vasculorum		#93B4AF
326297	periphery	Shewanella amazonensis SB2B	Shewanella amazonensis		#93B4AF
326298	core	Sulfurimonas denitrificans DSM 1251	Sulfurimonas denitrificans		#93B4AF
326423	periphery	Bacillus amyloliquefaciens subsp. plantarum str. FZB42	Bacillus amyloliquefaciens		#93B4AF
326424	periphery	Frankia alni ACN14a	Frankia alni		#93B4AF
326425	periphery	Lactobacillus helveticus CNRZ32	Lactobacillus helveticus CNRZ32		#93B4AF
326426	periphery	Bifidobacterium breve UCC2003	Bifidobacterium breve		#93B4AF
326427	periphery	Chloroflexus aggregans DSM 9485	Chloroflexus aggregans		#93B4AF
326442	core	Pseudoalteromonas haloplanktis TAC125	Pseudoalteromonas haloplanktis TAC125		#93B4AF
327079	periphery	Pseudozyma hubeiensis	Pseudozyma hubeiensis		#93B4AF
327277	periphery	Bifidobacterium crudilactis	Bifidobacterium crudilactis		#93B4AF
329726	core	Acaryochloris marina MBIC11017	Acaryochloris marina		#93B4AF
330084	periphery	Amycolatopsis jejuensis	Amycolatopsis jejuensis		#93B4AF
330214	core	Candidatus Nitrospira defluvii	Nitrospira defluvii		#93B4AF
330779	periphery	Sulfolobus acidocaldarius DSM 639	Sulfolobus acidocaldarius		#93B4AF
331104	core	Blattabacterium sp. (Blattella germanica) str. Bge	Blattabacterium sp. Bge		#93B4AF
331113	core	Simkania negevensis Z	Simkania negevensis		#93B4AF
331635	periphery	Chlamydophila pecorum E58	Chlamydophila pecorum		#93B4AF
331636	core	Chlamydia psittaci 6BC	Chlamydia psittaci 6BC		#93B4AF
331678	periphery	Chlorobium phaeobacteroides BS1	Chlorobium phaeobacteroides BS1		#93B4AF
331869	periphery	alpha proteobacterium BAL199	alpha proteobacterium BAL199		#93B4AF
332101	periphery	Clostridium drakei	Clostridium drakei		#93B4AF
333138	periphery	Bacillus okhensis	Bacillus okhensis		#93B4AF
334390	periphery	Lactobacillus fermentum IFO 3956	Lactobacillus fermentum IFO3956		#93B4AF
334413	core	Finegoldia magna ATCC 29328	Finegoldia magna ATCC 29328		#93B4AF
334545	core	Rickettsia tamurae	Rickettsia tamurae		#93B4AF
335283	core	Nitrosomonas eutropha C91	Nitrosomonas eutropha		#93B4AF
335284	core	Psychrobacter cryohalolentis K5	Psychrobacter cryohalolentis		#93B4AF
335541	periphery	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311	Syntrophomonas wolfei		#93B4AF
335543	core	Syntrophobacter fumaroxidans MPOB	Syntrophobacter fumaroxidans		#93B4AF
335659	periphery	Bradyrhizobium sp. S23321	Bradyrhizobium sp. S23321		#93B4AF
335992	periphery	Candidatus Pelagibacter ubique HTCC1062	Pelagibacter ubique HTCC1062		#93B4AF
336407	periphery	Rickettsia bellii RML369-C	Rickettsia bellii RML369C		#93B4AF
337075	core	Pyronema omphalodes	Pyronema omphalodes		#93B4AF
337191	periphery	Gordonia sp. KTR9	Gordonia sp. KTR9		#93B4AF
338963	core	Pelobacter carbinolicus DSM 2380	Pelobacter carbinolicus		#93B4AF
338966	periphery	Pelobacter propionicus DSM 2379	Pelobacter propionicus		#93B4AF
338969	core	Rhodoferax ferrireducens T118	Rhodoferax ferrireducens		#93B4AF
339670	periphery	Burkholderia ambifaria AMMD	Burkholderia ambifaria		#93B4AF
339671	periphery	Actinobacillus succinogenes 130Z	Actinobacillus succinogenes		#93B4AF
339860	core	Methanosphaera stadtmanae DSM 3091	Methanosphaera stadtmanae		#93B4AF
340099	periphery	Thermoanaerobacter pseudethanolicus ATCC 33223	Thermoanaerobacter pseudethanolicus		#93B4AF
340170	periphery	Spathaspora passalidarum	Spathaspora passalidarum		#93B4AF
340177	core	Chlorobium chlorochromatii CaD3	Chlorobium chlorochromatii		#93B4AF
342113	periphery	Burkholderia oklahomensis	Burkholderia oklahomensis		#93B4AF
342451	core	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305	Staphylococcus saprophyticus		#93B4AF
342610	core	Pseudoalteromonas atlantica T6c	Pseudoalteromonas atlantica		#93B4AF
342949	core	Pyrococcus sp. NA2	Pyrococcus sp. NA2		#93B4AF
343509	core	Sodalis glossinidius str. 'morsitans'	Sodalis glossinidius		#93B4AF
344747	core	Planctomyces maris DSM 8797	Planctomyces maris		#93B4AF
345073	periphery	Vibrio cholerae O395	Vibrio cholerae O395		#93B4AF
345219	periphery	Bacillus coagulans 36D1	Bacillus coagulans 36D1		#93B4AF
345341	periphery	Kutzneria sp. 744	Kutzneria sp. 744		#93B4AF
347256	core	Mycoplasma hominis ATCC 23114	Mycoplasma hominis		#93B4AF
347834	periphery	Rhizobium etli CFN 42	Rhizobium etli CFN42		#93B4AF
348780	core	Natronomonas pharaonis DSM 2160	Natronomonas pharaonis		#93B4AF
348824	periphery	Rhizobium sp. LPU83	Rhizobium sp. LPU83		#93B4AF
349102	core	Rhodobacter sphaeroides ATCC 17025	Rhodobacter sphaeroides ATCC 17025		#93B4AF
349106	periphery	Psychrobacter sp. PRwf-1	Psychrobacter sp. PRwf1		#93B4AF
349123	periphery	Lactobacillus reuteri 100-23	Lactobacillus reuteri 10023		#93B4AF
349124	core	Halorhodospira halophila SL1	Halorhodospira halophila		#93B4AF
349161	periphery	Desulfotomaculum reducens MI-1	Desulfotomaculum reducens		#93B4AF
349163	core	Acidiphilium cryptum JF-5	Acidiphilium cryptum		#93B4AF
349519	periphery	Leuconostoc citreum KM20	Leuconostoc citreum		#93B4AF
349520	periphery	Paenibacillus polymyxa E681	Paenibacillus polymyxa E681		#93B4AF
349521	core	Hahella chejuensis KCTC 2396	Hahella chejuensis		#93B4AF
349741	core	Akkermansia muciniphila ATCC BAA-835	Akkermansia muciniphila		#93B4AF
349965	periphery	Yersinia intermedia ATCC 29909	Yersinia intermedia		#93B4AF
349966	periphery	Yersinia frederiksenii ATCC 33641	Yersinia frederiksenii		#93B4AF
350054	periphery	Mycobacterium gilvum PYR-GCK	Mycobacterium gilvum		#93B4AF
350058	periphery	Mycobacterium vanbaalenii PYR-1	Mycobacterium vanbaalenii		#93B4AF
350688	periphery	Alkaliphilus oremlandii OhILAs	Alkaliphilus oremlandii		#93B4AF
351016	core	Roseobacter sp. AzwK-3b	Roseobacter sp. AzwK3b		#93B4AF
351160	periphery	Methanocella arvoryzae MRE50	Methanocella arvoryzae		#93B4AF
351348	core	Marinobacter hydrocarbonoclasticus VT8	Marinobacter hydrocarbonoclasticus		#93B4AF
351607	core	Acidothermus cellulolyticus 11B	Acidothermus cellulolyticus		#93B4AF
351627	periphery	Caldicellulosiruptor saccharolyticus DSM 8903	Caldicellulosiruptor saccharolyticus		#93B4AF
351746	periphery	Pseudomonas putida F1	Pseudomonas putida F1		#93B4AF
352165	core	Pyramidobacter piscolens W5455	Pyramidobacter piscolens		#93B4AF
353496	periphery	Lactobacillus delbrueckii subsp. bulgaricus 2038	Lactobacillus delbrueckii bulgaricus 2038		#93B4AF
354242	periphery	Campylobacter jejuni subsp. jejuni 81-176	Campylobacter jejuni 81176		#93B4AF
356829	periphery	Bifidobacterium tsurumiense	Bifidobacterium tsurumiense		#93B4AF
356851	periphery	Micromonospora chokoriensis	Micromonospora chokoriensis		#93B4AF
357244	core	Orientia tsutsugamushi str. Boryong	Orientia tsutsugamushi		#93B4AF
357276	core	Bacteroides dorei	Bacteroides dorei		#93B4AF
357804	core	Psychromonas ingrahamii 37	Psychromonas ingrahamii		#93B4AF
357808	core	Roseiflexus sp. RS-1	Roseiflexus sp. RS1		#93B4AF
357809	periphery	Lachnoclostridium phytofermentans ISDg	Lachnoclostridium phytofermentans		#93B4AF
358220	periphery	Acidovorax sp. KKS102	Acidovorax sp. KKS102		#93B4AF
358396	periphery	Halobiforma lacisalsi AJ5	Halobiforma lacisalsi		#93B4AF
358681	core	Brevibacillus brevis NBRC 100599	Brevibacillus brevis NBRC100599		#93B4AF
358823	periphery	Streptomyces olindensis	Streptomyces olindensis		#93B4AF
360094	periphery	Xanthomonas oryzae pv. oryzae PXO99A	Xanthomonas oryzae PXO99A		#93B4AF
360095	core	Bartonella bacilliformis KC583	Bartonella bacilliformis		#93B4AF
360104	periphery	Campylobacter concisus 13826	Campylobacter concisus 13826		#93B4AF
360106	periphery	Campylobacter fetus subsp. fetus 82-40	Campylobacter fetus 8240		#93B4AF
360107	periphery	Campylobacter hominis ATCC BAA-381	Campylobacter hominis		#93B4AF
360910	periphery	Bordetella avium 197N	Bordetella avium		#93B4AF
360911	core	Exiguobacterium sp. AT1b	Exiguobacterium sp. AT1b		#93B4AF
362242	periphery	Mycobacterium ulcerans Agy99	Mycobacterium ulcerans		#93B4AF
362418	periphery	Flavobacterium reichenbachii	Flavobacterium reichenbachii		#93B4AF
362663	periphery	Escherichia coli 536	Escherichia coli 536		#93B4AF
362976	core	Haloquadratum walsbyi DSM 16790	Haloquadratum walsbyi DSM 16790		#93B4AF
363253	core	Lawsonia intracellularis PHE/MN1-00	Lawsonia intracellularis		#93B4AF
364733	periphery	Endocarpon pusillum	Endocarpon pusillum		#93B4AF
365044	periphery	Polaromonas naphthalenivorans CJ2	Polaromonas naphthalenivorans		#93B4AF
365046	core	Ramlibacter tataouinensis TTB310	Ramlibacter tataouinensis		#93B4AF
365528	core	Frankia sp. BCU110501	Frankia sp. BCU110501		#93B4AF
365659	periphery	Streptococcus mitis B6	Streptococcus mitis B6		#93B4AF
366394	core	Sinorhizobium medicae WSM419	Sinorhizobium medicae		#93B4AF
366602	core	Caulobacter sp. K31	Caulobacter sp. K31		#93B4AF
366649	periphery	Xanthomonas fuscans subsp. fuscans	Xanthomonas fuscans		#93B4AF
367299	periphery	Phycicoccus jejuensis	Phycicoccus jejuensis		#93B4AF
367336	periphery	Rhodobacterales bacterium HTCC2255	Rhodobacterales bacterium HTCC2255		#93B4AF
367737	core	Arcobacter butzleri RM4018	Arcobacter butzleri RM4018		#93B4AF
368407	periphery	Methanoculleus marisnigri JR1	Methanoculleus marisnigri		#93B4AF
368408	core	Thermofilum pendens Hrk 5	Thermofilum pendens		#93B4AF
369723	core	Salinispora tropica CNB-440	Salinispora tropica		#93B4AF
370438	core	Pelotomaculum thermopropionicum SI	Pelotomaculum thermopropionicum		#93B4AF
371042	periphery	Erwinia typographi	Erwinia typographi		#93B4AF
371731	core	Rhodobacter sp. SW2	Rhodobacter sp. SW2		#93B4AF
372461	periphery	Buchnera aphidicola BCc	Buchnera aphidicola BCc		#93B4AF
373153	periphery	Streptococcus pneumoniae D39	Streptococcus pneumoniae D39		#93B4AF
373903	core	Halothermothrix orenii H 168	Halothermothrix orenii		#93B4AF
373994	periphery	Rivularia sp. PCC 7116	Rivularia sp. PCC7116		#93B4AF
374847	core	Candidatus Korarchaeum cryptofilum OPF8	Korarchaeum cryptofilum		#93B4AF
375286	core	Janthinobacterium sp. Marseille	Janthinobacterium sp. Marseille	10376	#93B4AF
375451	periphery	Roseobacter denitrificans OCh 114	Roseobacter denitrificans		#93B4AF
376619	core	Francisella tularensis subsp. holarctica LVS	Francisella tularensis holarctica		#93B4AF
376686	core	Flavobacterium johnsoniae UW101	Flavobacterium johnsoniae		#93B4AF
376733	periphery	Paracoccus halophilus	Paracoccus halophilus		#93B4AF
377629	core	Teredinibacter turnerae T7901	Teredinibacter turnerae T7901		#93B4AF
378753	core	Kocuria rhizophila DC2201	Kocuria rhizophila DC2201		#93B4AF
378806	core	Stigmatella aurantiaca DW4/3-1	Stigmatella aurantiaca		#93B4AF
379066	core	Gemmatimonas aurantiaca T-27	Gemmatimonas aurantiaca		#93B4AF
379731	core	Pseudomonas stutzeri A1501	Pseudomonas stutzeri A1501		#93B4AF
380358	periphery	Xanthomonas albilineans GPE PC73	Xanthomonas albilineans		#93B4AF
380394	periphery	Acidithiobacillus ferrooxidans ATCC 53993	Acidithiobacillus ferrooxidans ATCC 53993		#93B4AF
380703	periphery	Aeromonas hydrophila subsp. hydrophila ATCC 7966	Aeromonas hydrophila ATCC 7966		#93B4AF
380749	periphery	Hydrogenobaculum sp. Y04AAS1	Hydrogenobaculum sp. Y04AAS1		#93B4AF
381046	core	Lachancea thermotolerans	Lachancea thermotolerans		#93B4AF
381666	core	Ralstonia eutropha H16	Ralstonia eutropha H16		#93B4AF
381764	periphery	Fervidobacterium nodosum Rt17-B1	Fervidobacterium nodosum		#93B4AF
382245	core	Aeromonas salmonicida subsp. salmonicida A449	Aeromonas salmonicida		#93B4AF
382464	periphery	Verrucomicrobiae bacterium DG1235	Verrucomicrobiae bacterium DG1235		#93B4AF
382638	periphery	Helicobacter acinonychis str. Sheeba	Helicobacter acinonychis		#93B4AF
382640	core	Bartonella tribocorum CIP 105476	Bartonella tribocorum		#93B4AF
383372	periphery	Roseiflexus castenholzii DSM 13941	Roseiflexus castenholzii		#93B4AF
383381	periphery	Erythrobacter sp. JL475	Erythrobacter sp. JL475		#93B4AF
383407	core	Xanthomonas oryzae pv. oryzicola BLS256	Xanthomonas oryzae oryzicola		#93B4AF
384616	periphery	Pyrobaculum islandicum DSM 4184	Pyrobaculum islandicum		#93B4AF
384676	periphery	Pseudomonas entomophila L48	Pseudomonas entomophila		#93B4AF
384765	core	Labrenzia aggregata IAM 12614	Labrenzia aggregata		#93B4AF
385682	core	Thermophagus xiamenensis	Thermophagus xiamenensis		#93B4AF
386043	core	Listeria welshimeri serovar 6b str. SLCC5334	Listeria welshimeri		#93B4AF
386415	core	Clostridium novyi NT	Clostridium novyi NT		#93B4AF
386456	periphery	Methanobacterium arcticum	Methanobacterium arcticum		#93B4AF
387092	core	Nitratiruptor sp. SB155-2	Nitratiruptor sp. SB1552		#93B4AF
387093	core	Sulfurovum sp. NBC37-1	Sulfurovum sp. NBC371		#93B4AF
387344	periphery	Lactobacillus brevis ATCC 367	Lactobacillus brevis ATCC 367		#93B4AF
387631	periphery	Archaeoglobus sulfaticallidus PM70-1	Archaeoglobus sulfaticallidus		#93B4AF
388051	periphery	Cupriavidus sp. amp6	Cupriavidus sp. amp6		#93B4AF
388399	core	Sagittula stellata E-37	Sagittula stellata		#93B4AF
388401	periphery	Rhodobacteraceae bacterium HTCC2150	Rhodobacteraceae bacterium HTCC2150		#93B4AF
388413	core	Algoriphagus machipongonensis	Algoriphagus machipongonensis		#93B4AF
388467	core	Planktothrix agardhii NIVA-CYA 126/8	Planktothrix agardhii		#93B4AF
388739	periphery	Roseobacter sp. SK209-2-6	Roseobacter sp. SK20926		#93B4AF
388919	periphery	Streptococcus sanguinis SK36	Streptococcus sanguinis SK36		#93B4AF
390235	periphery	Pseudomonas putida W619	Pseudomonas putida W619		#93B4AF
390236	core	Borrelia afzelii PKo	Borrelia afzelii		#93B4AF
390333	periphery	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002	Lactobacillus delbrueckii bulgaricus ATCC 11842		#93B4AF
390874	periphery	Thermotoga petrophila RKU-1	Thermotoga petrophila		#93B4AF
390989	periphery	Actinocatenispora sera	Actinocatenispora sera		#93B4AF
391008	periphery	Stenotrophomonas maltophilia R551-3	Stenotrophomonas maltophilia R5513		#93B4AF
391009	periphery	Thermosipho melanesiensis BI429	Thermosipho melanesiensis		#93B4AF
391036	periphery	Ehrlichia sp. HF	Ehrlichia sp. HF		#93B4AF
391037	periphery	Salinispora arenicola CNS-205	Salinispora arenicola		#93B4AF
391038	periphery	Burkholderia phymatum STM815	Burkholderia phymatum		#93B4AF
391165	core	Granulibacter bethesdensis CGDNIH1	Granulibacter bethesdensis		#93B4AF
391295	periphery	Streptococcus suis 05ZYH33	Streptococcus suis 05ZYH33		#93B4AF
391587	core	Kordia algicida OT-1	Kordia algicida		#93B4AF
391589	periphery	Roseobacter sp. GAI101	Roseobacter sp. GAI101		#93B4AF
391593	periphery	Roseobacter sp. CCS2	Roseobacter sp. CCS2		#93B4AF
391595	periphery	Roseobacter litoralis Och 149	Roseobacter litoralis		#93B4AF
391596	core	Pedobacter sp. BAL39	Pedobacter sp. BAL39		#93B4AF
391598	periphery	Flavobacteria bacterium BAL38	Flavobacteria bacterium BAL38		#93B4AF
391600	core	Brevundimonas sp. BAL3	Brevundimonas sp. BAL3		#93B4AF
391603	core	Flavobacteriales bacterium ALC-1	Flavobacteriales bacterium ALC1		#93B4AF
391612	periphery	Cyanothece sp. CCY0110	Cyanothece sp. CCY0110		#93B4AF
391613	core	Roseovarius sp. TM1035	Roseovarius sp. TM1035		#93B4AF
391615	periphery	gamma proteobacterium HTCC5015	gamma proteobacterium HTCC5015		#93B4AF
391616	core	Octadecabacter arcticus 238	Octadecabacter arcticus		#93B4AF
391619	core	Phaeobacter inhibens DSM 17395	Phaeobacter inhibens		#93B4AF
391623	periphery	Thermococcus barophilus MP	Thermococcus barophilus		#93B4AF
391624	core	Oceanibulbus indolifex HEL-45	Oceanibulbus indolifex		#93B4AF
391625	periphery	Plesiocystis pacifica SIR-1	Plesiocystis pacifica		#93B4AF
391626	periphery	Octadecabacter antarcticus 307	Octadecabacter antarcticus		#93B4AF
391735	core	Verminephrobacter eiseniae EF01-2	Verminephrobacter eiseniae		#93B4AF
391896	periphery	Rickettsia bellii OSU 85-389	Rickettsia bellii OSU85389		#93B4AF
391937	core	Nitratireductor pacificus pht-3B	Nitratireductor pacificus		#93B4AF
392499	core	Sphingomonas wittichii RW1	Sphingomonas wittichii		#93B4AF
392500	periphery	Shewanella woodyi ATCC 51908	Shewanella woodyi		#93B4AF
393283	periphery	Pestalotiopsis fici	Pestalotiopsis fici		#93B4AF
393305	core	Yersinia enterocolitica subsp. enterocolitica 8081	Yersinia enterocolitica 8081		#93B4AF
393480	periphery	Fusobacterium nucleatum subsp. polymorphum ATCC 10953	Fusobacterium nucleatum polymorphum		#93B4AF
393595	core	Alcanivorax borkumensis SK2	Alcanivorax borkumensis		#93B4AF
393921	periphery	Porphyromonas crevioricanis	Porphyromonas crevioricanis		#93B4AF
394221	core	Maricaulis maris MCS10	Maricaulis maris		#93B4AF
394503	core	Clostridium cellulolyticum H10	Clostridium cellulolyticum		#93B4AF
395019	periphery	Burkholderia multivorans ATCC 17616	Burkholderia multivorans		#93B4AF
395492	periphery	Rhizobium leguminosarum bv. trifolii WSM2304	Rhizobium leguminosarum trifolii WSM2304		#93B4AF
395493	periphery	Beggiatoa alba B18LD	Beggiatoa alba		#93B4AF
395494	periphery	Gallionella capsiferriformans ES-2	Gallionella capsiferriformans		#93B4AF
395495	core	Leptothrix cholodnii SP-6	Leptothrix cholodnii		#93B4AF
395961	periphery	Cyanothece sp. PCC 7425	Cyanothece sp. PCC7425		#93B4AF
395963	core	Beijerinckia indica subsp. indica ATCC 9039	Beijerinckia indica		#93B4AF
395964	periphery	Methylocapsa acidiphila B2	Methylocapsa acidiphila		#93B4AF
395965	core	Methylocella silvestris BL2	Methylocella silvestris		#93B4AF
396014	core	Brachybacterium phenoliresistens	Brachybacterium phenoliresistens		#93B4AF
396513	core	Staphylococcus carnosus subsp. carnosus TM300	Staphylococcus carnosus		#93B4AF
396588	periphery	Thioalkalivibrio sulfidiphilus HL-EbGr7	Thioalkalivibrio sulfidiphilus		#93B4AF
396595	core	Thioalkalivibrio sp. K90mix	Thioalkalivibrio sp. K90mix		#93B4AF
397278	periphery	Marmoricola aequoreus	Marmoricola aequoreus		#93B4AF
397287	periphery	Lachnospiraceae bacterium 28-4	Lachnospiraceae bacterium 284		#93B4AF
397288	periphery	Lachnospiraceae bacterium 3-1	Lachnospiraceae bacterium 31		#93B4AF
397290	periphery	Lachnospiraceae bacterium A2	Lachnospiraceae bacterium A2		#93B4AF
397291	periphery	Lachnospiraceae bacterium A4	Lachnospiraceae bacterium A4		#93B4AF
397945	periphery	Acidovorax citrulli AAC00-1	Acidovorax citrulli		#93B4AF
397948	periphery	Caldivirga maquilingensis IC-167	Caldivirga maquilingensis		#93B4AF
398511	periphery	Bacillus pseudofirmus OF4	Bacillus pseudofirmus		#93B4AF
398512	core	Pseudobacteroides cellulosolvens ATCC 35603 = DSM 2933	Pseudobacteroides cellulosolvens		#93B4AF
398513	periphery	Bifidobacterium bifidum NCIMB 41171	Bifidobacterium bifidum NCIMB41171		#93B4AF
398525	periphery	Bradyrhizobium elkanii USDA 76	Bradyrhizobium elkanii USDA76		#93B4AF
398527	periphery	Burkholderia phytofirmans PsJN	Burkholderia phytofirmans		#93B4AF
398578	core	Delftia acidovorans SPH-1	Delftia acidovorans		#93B4AF
398579	periphery	Shewanella pealeana ATCC 700345	Shewanella pealeana		#93B4AF
398580	core	Dinoroseobacter shibae DFL 12 = DSM 16493	Dinoroseobacter shibae		#93B4AF
398720	core	Leeuwenhoekiella blandensis MED217	Leeuwenhoekiella blandensis		#93B4AF
398767	periphery	Geobacter lovleyi SZ	Geobacter lovleyi		#93B4AF
399549	periphery	Metallosphaera sedula DSM 5348	Metallosphaera sedula		#93B4AF
399550	core	Staphylothermus marinus F1	Staphylothermus marinus		#93B4AF
399739	periphery	Pseudomonas mendocina ymp	Pseudomonas mendocina ymp		#93B4AF
399741	core	Serratia proteamaculans 568	Serratia proteamaculans		#93B4AF
399742	periphery	Enterobacter sp. 638	Enterobacter sp. 638		#93B4AF
399795	core	Comamonas testosteroni KF-1	Comamonas testosteroni KF1		#93B4AF
400668	core	Marinomonas sp. MWYL1	Marinomonas sp. MWYL1		#93B4AF
400682	core	Amphimedon queenslandica	Amphimedon queenslandica		#93B4AF
401053	core	Terriglobus saanensis SP1PR4	Terriglobus saanensis		#93B4AF
401473	periphery	Bifidobacterium dentium Bd1	Bifidobacterium dentium		#93B4AF
401526	core	Thermosinus carboxydivorans Nor1	Thermosinus carboxydivorans		#93B4AF
402612	periphery	Flavobacterium psychrophilum JIP02/86	Flavobacterium psychrophilum		#93B4AF
402626	core	Ralstonia pickettii 12J	Ralstonia pickettii 12J		#93B4AF
402777	core	Kamptonema formosum PCC 6407	Kamptonema formosum		#93B4AF
402880	periphery	Methanococcus maripaludis C5	Methanococcus maripaludis C5		#93B4AF
402881	core	Parvibaculum lavamentivorans DS-1	Parvibaculum lavamentivorans		#93B4AF
403833	core	Petrotoga mobilis SJ95	Petrotoga mobilis		#93B4AF
404380	periphery	Geobacter bemidjiensis Bem	Geobacter bemidjiensis		#93B4AF
404589	periphery	Anaeromyxobacter sp. Fw109-5	Anaeromyxobacter sp. Fw1095		#93B4AF
405566	periphery	Lactobacillus helveticus DPC 4571	Lactobacillus helveticus DPC4571		#93B4AF
405948	core	Saccharopolyspora erythraea NRRL 2338	Saccharopolyspora erythraea		#93B4AF
406124	periphery	Bacillus sp. m3-13	Bacillus sp. m313		#93B4AF
406327	core	Methanococcus vannielii SB	Methanococcus vannielii		#93B4AF
406552	periphery	Natrinema sp. J7-2	Natrinema sp. J72		#93B4AF
406817	periphery	Xenorhabdus nematophila ATCC 19061	Xenorhabdus nematophila		#93B4AF
