6211	9612
6211	9606
6211	9823
6211	10029
6211	10036
6211	10042
6211	10090
6211	10116
6211	10141
6211	10160
6211	10181
6211	34839
6211	43179
6211	51337
6211	79684
6211	885580
6211	1026970
6211	9978
6211	9986
6211	9685
6211	29073
6412	6500
7209	9606
7209	10090
7209	9555
7209	9593
6183	9606
6183	10090
6183	9555
6183	9597
6183	9598
6183	60711
34506	10090
34506	10116
6334	10116
6334	10090
6334	9606
6334	9823
6334	9685
6334	9668
6334	10141
6334	9767
6334	9913
6334	9612
6334	8932
6334	9940
6334	29073
157072	7955
157072	7994
157072	8010
157072	8049
157072	8081
157072	8083
157072	8090
157072	8128
157072	8153
157072	31033
157072	32507
157072	48698
157072	69293
157072	106582
157072	144197
157072	215358
157072	244447
157072	303518
5865	9913
5872	9913
5872	9940
5808	10029
5808	10036
5808	10042
5808	10090
5808	10116
5808	79684
5808	1026970
5808	9606
5808	9913
5808	9612
5808	9685
5808	9823
5786	9606
46681	9478
46681	9483
46681	9541
46681	9544
46681	9555
46681	9593
46681	9597
46681	9598
46681	9601
46681	9606
46681	27679
46681	30611
46681	60711
46681	61622
46681	61853
46681	10090
5759	9478
5759	9483
5759	9541
5759	9544
5759	9555
5759	9593
5759	9597
5759	9598
5759	9601
5759	9606
5759	27679
5759	30611
5759	60711
5759	61622
5759	61853
5759	10029
5759	10036
5759	10042
5759	10090
5759	10116
5759	79684
5759	1026970
5759	10141
5741	9258
5741	9305
5741	9315
5741	9361
5741	9365
5741	9371
5741	9402
5741	9478
5741	9483
5741	9541
5741	9544
5741	9555
5741	9593
5741	9597
5741	9598
5741	9601
5741	9606
5741	9612
5741	9646
5741	9668
5741	9685
5741	9694
5741	9707
5741	9713
5741	9733
5741	9739
5741	9767
5741	9778
5741	9785
5741	9818
5741	9823
5741	9913
5741	9940
5741	9978
5741	9986
5741	10029
5741	10036
5741	10042
5741	10090
5741	10116
5741	10141
5741	10160
5741	10181
5741	13616
5741	27679
5741	28737
5741	29073
5741	29078
5741	30611
5741	34839
5741	42254
5741	43179
5741	51337
5741	59463
5741	59538
5741	60711
5741	61622
5741	61853
5741	72004
5741	79684
5741	89462
5741	109478
5741	118797
5741	132908
5741	185453
5741	225400
5741	246437
5741	482537
5741	885580
5741	1026970
5741	9031
99158	10029
99158	10036
99158	10042
99158	10090
99158	10116
99158	10141
99158	10160
99158	10181
99158	34839
99158	43179
99158	51337
99158	79684
99158	885580
99158	1026970
99158	9685
99158	9823
99158	9986
99158	9541
99158	9544
5932	7918
5932	7955
5932	7994
5932	8010
5932	8081
5932	8083
5932	8090
5932	8128
5932	8153
5932	32507
5932	48698
5932	106582
5932	303518
5671	9612
5671	9606
5671	9913
5671	9940
5671	9685
5671	10090
5664	9606
5664	10090
5679	9606
5679	10090
5679	9612
5762	9606
5762	10090
29176	9258
29176	9305
29176	9315
29176	9361
29176	9365
29176	9371
29176	9402
29176	9478
29176	9483
29176	9541
29176	9544
29176	9555
29176	9593
29176	9597
29176	9598
29176	9601
29176	9606
29176	9612
29176	9646
29176	9668
29176	9685
29176	9694
29176	9707
29176	9713
29176	9733
29176	9739
29176	9767
29176	9778
29176	9785
29176	9818
29176	9823
29176	9913
29176	9940
29176	9978
29176	9986
29176	10029
29176	10036
29176	10042
29176	10090
29176	10116
29176	10141
29176	10160
29176	10181
29176	13616
29176	27679
29176	28737
29176	29073
29176	29078
29176	30611
29176	34839
29176	42254
29176	43179
29176	51337
29176	59463
29176	59538
29176	60711
29176	61622
29176	61853
29176	72004
29176	79684
29176	89462
29176	109478
29176	118797
29176	132908
29176	185453
29176	225400
29176	246437
29176	482537
29176	885580
29176	1026970
29176	8932
29176	9031
29176	52644
29176	59894
29176	128390
29176	181119
5821	7159
5821	7165
5821	7176
5821	43151
5821	10090
5821	10116
5825	7159
5825	7165
5825	7176
5825	43151
5825	10090
5825	10116
5827	7159
5827	7165
5827	7176
5827	43151
5827	9483
5827	9541
5827	9544
5827	9555
5827	9593
5827	9597
5827	9598
5827	9601
5827	9606
5827	27679
5827	60711
5827	61622
5827	61853
5827	10090
5833	7159
5833	7165
5833	7176
5833	43151
5833	9483
5833	9541
5833	9544
5833	9555
5833	9593
5833	9597
5833	9598
5833	9601
5833	9606
5833	27679
5833	60711
5833	61622
5833	61853
5833	10090
5850	7159
5850	7165
5850	7176
5850	43151
5850	9483
5850	9541
5850	9544
5850	9555
5850	9593
5850	9597
5850	9598
5850	9601
5850	9606
5850	27679
5850	60711
5850	61622
5850	61853
5850	10090
5860	7159
5860	7165
5860	7176
5860	43151
5860	10090
5860	10116
5855	7159
5855	7165
5855	7176
5855	43151
5855	9483
5855	9541
5855	9544
5855	9555
5855	9593
5855	9597
5855	9598
5855	9601
5855	9606
5855	27679
5855	60711
5855	61622
5855	61853
5855	10090
112098	8364
5874	9913
5874	72004
5874	89462
5874	10090
68886	9913
68886	72004
68886	89462
68886	9940
68886	10090
5875	9913
5875	72004
5875	89462
5875	10090
5811	9258
5811	9305
5811	9315
5811	9361
5811	9365
5811	9371
5811	9402
5811	9478
5811	9483
5811	9541
5811	9544
5811	9555
5811	9593
5811	9597
5811	9598
5811	9601
5811	9606
5811	9612
5811	9646
5811	9668
5811	9685
5811	9694
5811	9707
5811	9713
5811	9733
5811	9739
5811	9767
5811	9778
5811	9785
5811	9818
5811	9823
5811	9913
5811	9940
5811	9978
5811	9986
5811	10029
5811	10036
5811	10042
5811	10090
5811	10116
5811	10141
5811	10160
5811	10181
5811	13616
5811	27679
5811	28737
5811	29073
5811	29078
5811	30611
5811	34839
5811	42254
5811	43179
5811	51337
5811	59463
5811	59538
5811	60711
5811	61622
5811	61853
5811	72004
5811	79684
5811	89462
5811	109478
5811	118797
5811	132908
5811	185453
5811	225400
5811	246437
5811	482537
5811	885580
5811	1026970
5811	8932
5811	9031
5811	52644
5811	59894
5811	128390
5811	181119
5722	9541
5722	9544
5722	9606
5722	10090
5722	9823
5691	9258
5691	9305
5691	9315
5691	9361
5691	9365
5691	9371
5691	9402
5691	9478
5691	9483
5691	9541
5691	9544
5691	9555
5691	9593
5691	9597
5691	9598
5691	9601
5691	9606
5691	9612
5691	9646
5691	9668
5691	9685
5691	9694
5691	9707
5691	9713
5691	9733
5691	9739
5691	9767
5691	9778
5691	9785
5691	9818
5691	9823
5691	9913
5691	9940
5691	9978
5691	9986
5691	10029
5691	10036
5691	10042
5691	10090
5691	10116
5691	10141
5691	10160
5691	10181
5691	13616
5691	27679
5691	28737
5691	29073
5691	29078
5691	30611
5691	34839
5691	42254
5691	43179
5691	51337
5691	59463
5691	59538
5691	60711
5691	61622
5691	61853
5691	72004
5691	79684
5691	89462
5691	109478
5691	118797
5691	132908
5691	185453
5691	225400
5691	246437
5691	482537
5691	885580
5691	1026970
5693	9258
5693	9305
5693	9315
5693	9361
5693	9365
5693	9371
5693	9402
5693	9478
5693	9483
5693	9541
5693	9544
5693	9555
5693	9593
5693	9597
5693	9598
5693	9601
5693	9606
5693	9612
5693	9646
5693	9668
5693	9685
5693	9694
5693	9707
5693	9713
5693	9733
5693	9739
5693	9767
5693	9778
5693	9785
5693	9818
5693	9823
5693	9913
5693	9940
5693	9978
5693	9986
5693	10029
5693	10036
5693	10042
5693	10090
5693	10116
5693	10141
5693	10160
5693	10181
5693	13616
5693	27679
5693	28737
5693	29073
5693	29078
5693	30611
5693	34839
5693	42254
5693	43179
5693	51337
5693	59463
5693	59538
5693	60711
5693	61622
5693	61853
5693	72004
5693	79684
5693	89462
5693	109478
5693	118797
5693	132908
5693	185453
5693	225400
5693	246437
5693	482537
5693	885580
5693	1026970
5693	13249
7159	9258
7159	9305
7159	9315
7159	9361
7159	9365
7159	9371
7159	9402
7159	9478
7159	9483
7159	9541
