11620	11620
10497	7227
12216	3702
10335	10298
12104	7227
12280	12280
39720	10090
10255	9913
11082	11082
12305	9606
10376	9544
11089	7159
1285595	1285595
12183	3711
12321	3847
37296	10298
10376	9823
10641	3702
348604	9606
337042	9913
11161	9606
50294	50294
10390	9986
329852	511145
116056	4081
12455	10090
11631	10090
92444	7460
10407	7227
10310	9796
10710	10710
33773	33773
10390	9606
12657	9606
10376	10116
12618	9913
694009	9823
95342	9606
11676	7227
10298	10376
12657	9796
10310	9606
694005	9031
687369	9606
10506	9606
10561	9913
11103	9913
12777	12777
63330	10090
11008	4932
12305	9986
694009	9544
1094373	1094373
57482	57482
12092	12092
11069	9606
337041	9606
11593	9913
194440	9606
1511908	9031
10359	10359
1511908	4932
10298	7244
337041	9796
11709	11709
10245	10116
10991	10090
11599	9913
11709	9483
10381	9606
11099	9606
12104	3702
11320	10090
10760	10090
11176	9031
12461	9606
12167	3702
337051	9606
307456	10090
11320	11320
10760	10760
11290	11290
12110	9606
10359	10090
10298	9483
10245	9544
12461	9986
10633	9483
11099	9986
10679	10679
12045	4113
687386	9823
116056	116056
10376	511145
11191	11191
10245	9823
337041	9986
12538	12538
11103	8364
10276	10090
10376	258594
129951	9606
337042	9606
10633	9544
12321	4081
55987	8049
10726	511145
351073	351073
10298	9544
10710	511145
10245	9483
10359	7227
10821	4538
12104	12104
10840	3702
10255	9796
162145	9606
212035	212035
10255	9606
10298	9823
12305	9913
12302	4932
12183	4113
694014	10141
10376	9601
11103	9986
10561	9606
11103	9606
195054	195054
12327	12327
12288	9823
10255	9986
35305	35305
11303	11303
12138	4577
694014	9031
162145	9986
39720	7955
11103	9796
10298	10116
10633	10116
10376	10376
10567	9606
12321	12321
11676	11676
687384	9685
10760	7227
40631	40631
11709	9544
337042	9986
11191	10116
11320	7227
11034	9796
12216	10090
12618	9606
186538	511145
129951	9986
11034	9606
10310	9913
10407	10407
11099	9913
1239565	9606
10855	9606
11599	9606
10407	10090
11886	9031
12461	9913
10273	9483
11757	10090
40051	10090
186538	9544
11060	4932
337051	9913
11676	10090
10870	10870
11593	9606
194440	9913
337041	9913
12242	12242
318558	318558
694009	9483
11234	10141
12475	10090
693997	693997
11976	9986
11983	10090
10276	10276
37124	37124
348604	316407
39720	7227
11976	9606
279896	4558
12104	10090
10497	10090
10376	9483
11613	4081
10335	4932
370833	4081
186538	10116
35304	7159
12216	12216
12110	9913
138950	4932
10719	10719
11723	11723
70796	9031
28875	9823
1511891	7227
37296	4932
11599	9986
37296	9031
11060	11060
12264	12264
1511862	4932
10273	9606
11161	11161
10376	8364
334203	9606
10376	28377
11320	9598
